Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,58193,1,Hyundai,Hyundai Grand i10,2016,411000.00000000006,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Delhi
Hatchback,68621,2,Maruti,Maruti Baleno,2017,480999.99999999994,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
SUV,50000,1,Honda,Honda WR-V,2017,670000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1103.0,TubelessRadial,17.5,88.7,110.0,5.0,16.0,Delhi
Hatchback,23399,1,Maruti,Maruti Baleno,2020,724000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,16.0,Delhi
Hatchback,60915,1,Hyundai,Hyundai i20 Active,2017,546000.0,Petrol,Manual,1197.0,3995.0,1555.0,2570.0,1020.0,TubelessRadial,17.19,81.86,114.73,5.0,16.0,Delhi
MUV,44000,1,Maruti,Maruti Ertiga,2018,799000.0,CNG,Manual,1373.0,4296.0,1685.0,2740.0,1255.0,TubelessRadial,17.5,80.46,112.0,7.0,15.697549201633866,Delhi
Hatchback,101297,1,Volkswagen,Volkswagen Polo,2013,278000.0,Petrol,Manual,1198.0,3970.0,1453.0,2456.0,1020.0,TubelessRadial,16.47,73.9,110.0,5.0,14.0,Delhi
Sedan,10000,1,Honda,Honda City,2023,1575000.0,Petrol,Automatic,1498.0,4583.0,1489.0,2600.0,11071153.0,TubelessRadial,18.4,119.35,145.0,5.0,15.0,Delhi
Hatchback,73883,1,Honda,Honda Brio,2013,261000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Delhi
SUV,75000,1,Tata,Tata Safari Storme,2014,415000.00000000006,Diesel,Manual,2179.0,4655.0,1922.0,2650.0,2000.0,TubelessRadial,14.0,138.1,320.0,7.0,15.697549201633866,Delhi
Hatchback,69000,1,Mahindra,Mahindra KUV 100 NXT,2018,399000.0,Diesel,Manual,1198.0,3700.0,1655.0,2385.0,875.0,TubelessRadial,25.32,77.0,190.0,5.0,15.697549201633866,Delhi
Hatchback,58632,1,Hyundai,Hyundai i10,2011,220000.00000000003,Petrol,Automatic,1197.0,3585.0,1550.0,2380.0,990.0,TubelessRadial,16.95,78.9,111.8,5.0,13.0,Delhi
Sedan,41352,1,Honda,Honda Civic,2011,330000.0,Petrol,Automatic,1799.0,4545.0,1450.0,2700.0,1240.0,TubelessRadial,13.9,130.3,171.6,5.0,15.0,Delhi
Sedan,37000,1,Maruti,Maruti Swift Dzire,2015,434999.99999999994,Petrol,Manual,1197.0,3995.0,1555.0,2430.0,960.0,TubelessRadial,19.1,85.8,114.0,5.0,14.0,Delhi
SUV,20100,1,MG,MG Hector,2021,1750000.0,Petrol,Automatic,1451.0,4655.0,1760.0,2750.0,1820.0,TubelessRadial,18.9,141.0,250.0,5.0,18.0,Delhi
SUV,50000,1,Mahindra,Mahindra XUV500,2019,1475000.0,Diesel,Automatic,2179.0,4585.0,1785.0,2700.0,1725.0,Tubeless,15.1,152.87,360.0,7.0,18.0,Delhi
Hatchback,90000,1,Maruti,Maruti Ignis,2018,450000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,840865.0,TubelessRadial,20.89,81.8,113.0,5.0,15.0,Delhi
Sedan,7800,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,4400000.0,Petrol,Automatic,1950.0,4686.0,1442.0,2840.0,1655.0,TubelessRadial,11.9,201.15,280.0,5.0,17.0,Delhi
Sedan,120000,1,Maruti,Maruti Swift Dzire,2016,380000.0,Diesel,Manual,1248.0,3995.0,1555.0,2430.0,1045.0,TubelessRadial,26.59,74.0,190.0,5.0,15.697549201633866,Delhi
Hatchback,120000,1,Hyundai,Hyundai Santro Xing,2010,95000.0,CNG,Manual,1086.0,4105.515681544029,1530.0,2520.0,825.0,TubelessRadial,17.0,88.7,140.0,5.0,13.0,Delhi
Hatchback,59014,1,Maruti,Maruti Baleno,2020,675000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,16.0,Delhi
Hatchback,43148,1,Honda,Honda Brio,2017,527000.0,Petrol,Automatic,1198.0,3610.0,1500.0,2345.0,970.0,TubelessRadial,16.5,86.8,109.0,5.0,14.0,Delhi
SUV,79000,1,Ford,Ford Endeavour,2019,2990000.0,Diesel,Automatic,2198.0,4892.0,1837.0,2850.0,1879.0,TubelessRadial,12.62,158.0,385.0,7.0,18.0,Delhi
Sedan,89352,1,Maruti,Maruti Swift Dzire,2015,380000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.697549201633866,Delhi
Sedan,38511,1,Tata,Tata Tigor,2021,689000.0,Petrol,Manual,1199.0,3993.0,1532.0,2450.0,1030.0,TubelessRadial,19.28,84.82,113.0,5.0,15.0,Delhi
SUV,54000,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,2400000.0,Diesel,Automatic,2143.0,4817.0,1762.0,2915.0,2160.0,TubelessRadial,15.26,203.2,500.0,5.0,18.0,Delhi
Hatchback,66584,1,Maruti,Maruti Baleno,2016,474000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
SUV,48000,1,Ford,Ford Endeavour,2017,2550000.0,Diesel,Automatic,3198.0,4892.0,1837.0,2850.0,1879.0,TubelessRadial,10.91,197.0,470.0,7.0,18.0,Delhi
Hatchback,19418,1,Maruti,Maruti Ignis,2020,577000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,835.0,TubelessRadial,20.89,81.8,113.0,5.0,15.0,Delhi
Sedan,72000,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,2550000.0,Petrol,Automatic,1991.0,4686.0,1442.0,2840.0,1545.0,TubelessRadial,14.74,181.04,300.0,5.0,17.0,Delhi
Sedan,23000,1,Toyota,Toyota Yaris,2018,894999.9999999999,Petrol,Automatic,1496.0,4425.0,1495.0,2550.0,1135.0,TubelessRadial,17.8,105.94,140.0,5.0,15.0,Delhi
Sedan,50000,1,Nissan,Nissan Sunny,2012,250000.0,Petrol,Manual,1498.0,4425.0,1505.0,2600.0,1027.0,TubelessRadial,16.95,97.7,134.0,5.0,15.0,Delhi
SUV,20000,1,Kia,Kia Sonet,2022,1025000.0,Diesel,Manual,1493.0,3995.0,1642.0,2500.0,1190.0,TubelessRadial,18.9,98.63,240.0,5.0,15.697549201633866,Delhi
SUV,42000,1,Hyundai,Hyundai Venue,2020,650000.0,Petrol,Manual,1197.0,3995.0,1605.0,2500.0,1080.0,Radial,17.52,81.86,113.76,5.0,15.697549201633866,Delhi
Sedan,600,1,Maruti,Maruti Ciaz,2023,1175000.0,Petrol,Automatic,1462.0,4490.0,1485.0,2650.0,1120.0,TubelessRadial,20.04,103.25,138.0,5.0,15.0,Delhi
Sedan,30000,3,Chevrolet,Chevrolet Optra,2010,186000.0,Petrol,Manual,1598.0,4540.0,1445.0,2600.0,1265.0,TubelessRadial,12.9,102.5,148.0,5.0,15.0,Delhi
Sedan,70000,1,Nissan,Nissan Sunny,2012,250000.0,Petrol,Manual,1498.0,4425.0,1505.0,2600.0,1027.0,TubelessRadial,16.95,97.7,134.0,5.0,15.0,Delhi
Hatchback,136288,1,Hyundai,Hyundai i20,2015,425000.0,Diesel,Manual,1396.0,3985.0,1505.0,2570.0,1515.0,Tubeless,22.54,88.73,219.7,5.0,16.0,Delhi
Hatchback,48000,1,Hyundai,Hyundai Grand i10,2015,425000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Delhi
Hatchback,49707,1,Hyundai,Hyundai Grand i10,2019,523000.00000000006,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
Hatchback,59443,1,Honda,Honda Brio,2012,240000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Delhi
Sedan,30000,1,Maruti,Maruti Swift Dzire Tour,2022,754000.0,CNG,Manual,1197.0,3995.0,1555.0,2430.0,1045.0,TubelessRadial,31.12,76.43,98.5,5.0,15.697549201633866,Delhi
SUV,52000,1,Jeep,Jeep Compass,2017,1285000.0,Petrol,Automatic,1368.0,4395.0,1640.0,2636.0,1562.0,TubelessRadial,16.0,160.0,250.0,5.0,17.0,Delhi
SUV,40398,1,Mahindra,Mahindra XUV500,2019,1317000.0,Diesel,Automatic,2179.0,4585.0,1785.0,2700.0,1825.0,Tubeless,15.1,152.87,360.0,7.0,17.0,Delhi
SUV,50000,1,Jeep,Jeep Compass,2019,1465000.0,Petrol,Manual,1368.0,4395.0,1640.0,2636.0,1537.0,TubelessRadial,16.0,160.0,250.0,5.0,15.697549201633866,Delhi
Hatchback,84181,2,Hyundai,Hyundai i20,2017,491000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Delhi
Hatchback,10000,1,Mahindra,Mahindra KUV 100 NXT,2018,550000.0,Petrol,Manual,1198.0,3700.0,1655.0,2385.0,955.0,TubelessRadial,18.15,82.0,115.0,6.0,14.0,Delhi
Hatchback,66434,1,Maruti,Maruti Swift,2018,618000.0,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,960.0,Tubeless,28.4,74.0,190.0,5.0,15.697549201633866,Delhi
SUV,40000,1,Ford,Ford Ecosport,2018,775000.0,Petrol,Automatic,1497.0,3998.0,1647.0,2519.0,1320.0,TubelessRadial,14.8,121.36,150.0,5.0,16.0,Delhi
Hatchback,100000,1,Maruti,Maruti Wagon R,2007,80000.0,Petrol,Manual,1061.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,84.0,5.0,13.0,Delhi
SUV,100000,1,Tata,Tata Safari Storme,2013,400000.0,Diesel,Manual,2179.0,4655.0,1922.0,2650.0,2000.0,TubelessRadial,14.0,138.1,320.0,7.0,15.697549201633866,Delhi
SUV,51800,1,Toyota,Toyota Fortuner,2018,3350000.0,Diesel,Automatic,2755.0,4795.0,1835.0,2745.0,2280.0,TubelessRadial,15.04,174.5,450.0,7.0,18.0,Delhi
Sedan,100000,5,Honda,Honda Civic,2010,200000.0,Petrol,Manual,1799.0,4545.0,1450.0,2700.0,1210.0,TubelessRadial,14.8,130.2,171.6,5.0,15.0,Delhi
Hatchback,70000,2,Hyundai,Hyundai i20,2019,509999.99999999994,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1120.0,TubelessRadial,18.6,81.86,117.0,5.0,15.697549201633866,Delhi
SUV,87000,1,Audi,Audi Q3,2013,869999.9999999999,Diesel,Automatic,1968.0,4385.0,1608.0,2603.0,1660.0,TubelessRadial,15.73,174.33,380.0,5.0,16.0,Delhi
MUV,7000,1,Maruti,Maruti XL6,2021,1100000.0,Petrol,Manual,1462.0,4445.0,1700.0,2740.0,1180.0,TubelessRadial,19.01,103.2,138.0,6.0,15.0,Delhi
Hatchback,60000,2,Maruti,Maruti Ignis,2017,445000.0,Diesel,Automatic,1248.0,3700.0,1595.0,2435.0,855.0,TubelessRadial,26.8,74.0,190.0,5.0,15.0,Delhi
SUV,88710,1,Ford,Ford Ecosport,2015,547000.0,Petrol,Automatic,1499.0,3999.0,1708.0,2520.0,1290.0,TubelessRadial,16.5,110.0,140.0,5.0,16.0,Delhi
Hatchback,47644,1,Maruti,Maruti Baleno,2019,626000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,40000,1,Mahindra,Mahindra XUV500,2017,1200000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1915.0,Tubeless,16.0,140.0,330.0,7.0,17.0,Delhi
Hatchback,100505,1,Maruti,Maruti Baleno,2016,445000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
Hatchback,106648,1,Hyundai,Hyundai i20,2015,458000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Delhi
Hatchback,60000,2,Hyundai,Hyundai Santro Xing,2014,204999.99999999997,CNG,Manual,1086.0,3565.0,1590.0,2380.0,845.0,TubelessRadial,11.88,62.1,96.1,5.0,13.0,Delhi
Hatchback,53481,1,Maruti,Maruti Wagon R,2019,507000.0,CNG,Manual,998.0,3655.0,1675.0,2435.0,805.0,Tubeless,33.54,67.04,90.0,5.0,15.697549201633866,Delhi
Hatchback,40000,2,Maruti,Maruti Wagon R,2012,240000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.1,90.0,5.0,13.0,Delhi
Hatchback,25050,1,Maruti,Maruti Baleno,2019,713000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,77000,1,Mahindra,Mahindra XUV500,2016,890000.0,Diesel,Manual,1997.0,4585.0,1785.0,2700.0,2000.0,TubelessRadial,16.0,140.0,320.0,7.0,17.0,Delhi
Hatchback,120000,4,Maruti,Maruti Swift,2006,135000.0,Petrol,Manual,1298.0,3760.0,1530.0,2390.0,1000.0,TubelessRadial,16.1,88.2,11.5,5.0,14.0,Delhi
Sedan,58000,1,Honda,Honda Amaze,2014,390000.0,Petrol,Manual,1198.0,3990.0,1505.0,2405.0,950.0,TubelessRadial,18.0,86.7,109.0,5.0,15.697549201633866,Delhi
Sedan,96000,1,Honda,Honda City,2014,575000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1065.0,TubelessRadial,17.8,117.3,145.0,5.0,15.0,Delhi
Hatchback,51000,1,Maruti,Maruti Celerio,2019,400000.0,CNG,Manual,998.0,3695.0,1560.0,2425.0,920.0,TubelessRadial,31.79,58.33,78.0,5.0,15.697549201633866,Delhi
Hatchback,70000,1,Honda,Honda Jazz,2015,350000.0,Diesel,Manual,1498.0,3955.0,1544.0,2530.0,1146.0,TubelessRadial,27.3,98.6,200.0,5.0,15.697549201633866,Delhi
SUV,27000,1,Hyundai,Hyundai Alcazar,2022,2050000.0,Diesel,Automatic,1498.0,4500.0,1675.0,2760.0,1670.0,TubelessRadial,18.1,113.42,250.0,7.0,18.0,Delhi
SUV,32456,1,Tata,Tata Nexon,2020,825000.0,Petrol,Manual,1199.0,3993.0,1606.0,2498.0,1315.0,TubelessRadial,17.33,118.35,170.0,5.0,15.697549201633866,Delhi
SUV,15000,1,Mahindra,Mahindra Thar,2021,1650000.0,Diesel,Automatic,2184.0,3985.0,1844.0,2450.0,1755.0,TubelessRadial,18.9,130.0,300.0,4.0,18.0,Delhi
Sedan,34940,1,Hyundai,Hyundai Verna,2021,950000.0,Petrol,Manual,1497.0,4440.0,1475.0,2600.0,1160.0,TubelessRadial,17.7,113.18,143.8,5.0,15.697549201633866,Delhi
Sedan,70000,3,Hyundai,Hyundai Verna,2016,500000.0,Diesel,Manual,1582.0,4375.0,1475.0,2570.0,1270.0,Tubeless,23.9,126.2,259.9,5.0,16.0,Delhi
Hatchback,73679,1,Maruti,Maruti Baleno,2019,608000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Hatchback,32722,2,Hyundai,Hyundai Grand i10,2017,423000.00000000006,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
Hatchback,70000,2,Volkswagen,Volkswagen Polo,2018,800000.0,Petrol,Automatic,1197.0,3971.0,1469.0,2469.0,1109.0,TubelessRadial,17.21,103.5,175.0,5.0,16.0,Delhi
Sedan,59059,1,Hyundai,Hyundai Verna,2019,922000.0000000001,Petrol,Manual,1591.0,4440.0,1475.0,2600.0,1248.0,Tubeless,17.0,121.3,151.0,5.0,16.0,Delhi
Hatchback,34332,2,Hyundai,Hyundai Grand i10,2017,433000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
SUV,72194,1,Ford,Ford Ecosport,2018,525000.0,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1239.0,TubelessRadial,21.7,98.96,215.0,5.0,15.697549201633866,Delhi
Hatchback,56740,1,Maruti,Maruti Baleno,2017,526000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,72490,1,Mahindra,Mahindra TUV 300,2019,655000.0,Diesel,Manual,1493.0,3995.0,1826.0,2680.0,1650.0,TubelessRadial,18.49,100.0,240.0,7.0,15.697549201633866,Delhi
Hatchback,35828,1,Hyundai,Hyundai Grand i10,2018,459000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
SUV,57088,1,Audi,Audi Q3,2015,1450000.0,Diesel,Automatic,1968.0,4385.0,1608.0,2603.0,1660.0,TubelessRadial,15.73,174.33,380.0,5.0,16.0,Delhi
Sedan,70382,1,Toyota,Toyota Yaris,2020,865000.0,Petrol,Automatic,1496.0,4425.0,1495.0,2550.0,1110.0,TubelessRadial,17.8,105.5,140.0,5.0,15.697549201633866,Delhi
Hatchback,20000,1,Maruti,Maruti Ignis,2022,550000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,840865.0,TubelessRadial,20.89,81.8,113.0,5.0,15.697549201633866,Delhi
Sedan,17000,1,Hyundai,Hyundai Verna,2018,1125000.0,Diesel,Automatic,1582.0,4440.0,1475.0,2600.0,1285.0,Tubeless,22.0,126.2,259.87,5.0,16.0,Delhi
SUV,30000,1,MG,MG Hector,2020,1500000.0,Petrol,Automatic,1451.0,4655.0,1760.0,2750.0,1800.0,Radial,13.96,141.0,250.0,5.0,17.0,Delhi
Hatchback,70000,1,Honda,Honda Jazz,2012,261000.0,Petrol,Manual,1198.0,3900.0,1535.0,2500.0,1060.0,TubelessRadial,16.7,88.8,110.0,5.0,15.0,Delhi
MUV,65202,1,Maruti,Maruti Ertiga,2019,950000.0,Petrol,Automatic,1462.0,4395.0,1690.0,2740.0,1170.0,TubelessRadial,18.69,103.0,138.0,7.0,15.697549201633866,Delhi
MUV,72000,1,Maruti,Maruti Ertiga,2013,484999.99999999994,Petrol,Manual,1373.0,4265.0,1685.0,2740.0,1160.0,TubelessRadial,16.02,93.7,130.0,7.0,15.697549201633866,Delhi
Hatchback,45313,1,Maruti,Maruti Wagon R,2021,509999.99999999994,CNG,Manual,998.0,3655.0,1675.0,2435.0,905910.0,TubelessRadial,32.52,58.33,78.0,5.0,15.697549201633866,Delhi
Sedan,40000,1,Mercedes-Benz,Mercedes-Benz C-Class,2015,2500000.0,Diesel,Automatic,2143.0,4686.0,1442.0,2840.0,1655.0,TubelessRadial,19.27,170.0,400.0,5.0,17.0,Delhi
SUV,120000,1,Mahindra,Mahindra XUV500,2014,664000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1900.0,TubelessRadial,15.1,140.0,330.0,7.0,15.697549201633866,Delhi
Hatchback,54235,2,Maruti,Maruti Ritz,2014,284000.0,Petrol,Manual,1197.0,3775.0,1620.0,2360.0,1015.0,TubelessRadial,18.5,85.8,114.0,5.0,15.697549201633866,Delhi
Hatchback,52777,1,Maruti,Maruti Ignis,2018,520000.0,Petrol,Automatic,1197.0,3700.0,1595.0,2435.0,855.0,TubelessRadial,20.89,81.8,113.0,5.0,15.0,Delhi
Hatchback,26000,1,Hyundai,Hyundai i20,2018,590000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Delhi
Sedan,77937,1,Skoda,Skoda Rapid,2018,655000.0,Petrol,Manual,1598.0,4413.0,1466.0,2552.0,1111.0,TubelessRadial,15.41,103.2,153.0,5.0,15.697549201633866,Delhi
Sedan,40663,1,Tata,Tata Tigor,2021,699000.0,Petrol,Manual,1199.0,3993.0,1532.0,2450.0,1030.0,TubelessRadial,19.28,84.82,113.0,5.0,15.0,Delhi
Hatchback,40000,1,Hyundai,Hyundai Grand i10,2015,395000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Delhi
Sedan,115500,1,Toyota,Toyota Etios,2011,217000.0,Petrol,Manual,1496.0,4265.0,1510.0,2550.0,930.0,TubelessRadial,17.6,88.7,132.0,5.0,15.0,Delhi
Sedan,67000,1,Skoda,Skoda Superb,2015,940000.0,Petrol,Automatic,1798.0,4833.0,1482.0,2761.0,1598.0,TubelessRadial,13.7,157.75,250.0,5.0,16.0,Delhi
SUV,16312,1,Hyundai,Hyundai Creta,2016,886999.9999999999,Petrol,Manual,1591.0,4270.0,1630.0,2590.0,1280.0,Tubeless,13.0,121.3,151.0,5.0,17.0,Delhi
Sedan,60000,2,Maruti,Maruti Swift Dzire,2016,480000.0,Petrol,Manual,1197.0,3995.0,1555.0,2430.0,940.0,TubelessRadial,20.85,83.14,115.0,5.0,15.697549201633866,Delhi
MUV,90000,1,Honda,Honda Mobilio,2014,425000.0,Petrol,Manual,1497.0,4386.0,1603.0,2652.0,1145.0,TubelessRadial,17.3,117.3,145.0,7.0,15.697549201633866,Delhi
Hatchback,67000,1,Hyundai,Hyundai Grand i10,2018,495000.0,CNG,Manual,1197.0,3765.0,1520.0,2425.0,1080.0,Tubeless,18.9,65.39,98.0,5.0,15.697549201633866,Delhi
Sedan,80000,2,Maruti,Maruti Ciaz,2015,550000.0,Petrol,Manual,1373.0,4490.0,1485.0,2650.0,1010.0,TubelessRadial,20.73,91.1,130.0,5.0,15.697549201633866,Delhi
Hatchback,60000,1,Hyundai,Hyundai i10,2011,137000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Delhi
Sedan,34253,1,Honda,Honda City,2015,565000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1065.0,TubelessRadial,18.0,117.3,145.0,5.0,15.697549201633866,Delhi
SUV,27000,1,Kia,Kia Seltos,2019,1290000.0,Petrol,Automatic,1497.0,4315.0,1645.0,2610.0,1555.0,TubelessRadial,16.8,113.42,144.0,5.0,17.0,Delhi
Hatchback,64000,2,Maruti,Maruti Celerio,2017,355000.0,Petrol,Automatic,998.0,3695.0,1560.0,2425.0,842.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Delhi
Sedan,67827,1,Hyundai,Hyundai Xcent,2015,386000.0,Petrol,Manual,1197.0,3995.0,1520.0,2425.0,1120.0,Tubeless,19.1,82.0,114.0,5.0,15.0,Delhi
Hatchback,79094,1,Maruti,Maruti Baleno,2018,513999.99999999994,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
Sedan,64589,2,Hyundai,Hyundai Verna,2012,325000.0,Petrol,Manual,1591.0,4375.0,1475.0,2570.0,1240.0,TubelessRadial,17.01,121.3,154.9,5.0,16.0,Delhi
Hatchback,88309,1,Hyundai,Hyundai i20 Active,2015,508000.0,Petrol,Manual,1197.0,3995.0,1555.0,2570.0,1040.0,TubelessRadial,17.19,81.86,114.73,5.0,16.0,Delhi
Hatchback,66688,2,Maruti,Maruti Swift,2018,567000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.0,Delhi
Hatchback,20000,1,Maruti,Maruti Baleno,2022,670000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,15.697549201633866,Delhi
Sedan,60653,1,Maruti,Maruti Ciaz,2018,760000.0,Petrol,Automatic,1462.0,4490.0,1485.0,2650.0,1105.0,TubelessRadial,20.28,103.25,138.0,5.0,16.0,Delhi
MUV,70000,1,Kia,Kia Carnival,2022,3350000.0,Diesel,Automatic,2199.0,5115.0,1755.0,3060.0,2230.0,TubelessRadial,14.11,197.26,440.0,7.0,18.0,Delhi
Hatchback,86527,1,Hyundai,Hyundai Grand i10,2017,398000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1120.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
Sedan,67000,1,Honda,Honda Amaze,2017,484999.99999999994,Petrol,Manual,1199.0,3995.0,1498.0,2470.0,905.0,TubelessRadial,19.5,88.76,110.0,5.0,15.697549201633866,Delhi
Hatchback,70000,3,Honda,Honda Jazz,2009,135000.0,Petrol,Manual,1198.0,3900.0,1535.0,2500.0,1055.0,TubelessRadial,16.0,9066.0,11011.2,5.0,15.0,Delhi
SUV,70000,3,Ford,Ford Ecosport,2013,300000.0,Petrol,Automatic,1499.0,3999.0,1708.0,2520.0,1290.0,TubelessRadial,16.5,110.0,140.0,5.0,16.0,Delhi
Sedan,70311,1,Honda,Honda Amaze,2018,525000.0,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,917.0,TubelessRadial,18.6,88.76,110.0,5.0,15.697549201633866,Delhi
Hatchback,54000,1,Tata,Tata Tiago,2016,375000.0,Petrol,Manual,1199.0,3746.0,1535.0,2400.0,1012.0,Tubeless,23.84,84.0,114.0,5.0,14.0,Delhi
Sedan,80000,3,Honda,Honda City,2009,130000.0,Petrol,Manual,1497.0,4420.0,1480.0,2550.0,1100.0,TubelessRadial,17.0,1186600.0,1464800.0,5.0,15.0,Delhi
SUV,52000,1,Honda,Honda WR-V,2017,595000.0,Diesel,Manual,1498.0,3999.0,1601.0,2555.0,1198.0,TubelessRadial,25.5,98.6,200.0,5.0,16.0,Delhi
Hatchback,20000,1,Maruti,Maruti Wagon R,2010,200000.0,Petrol,Manual,1061.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,84.0,5.0,13.0,Delhi
Hatchback,80000,1,Hyundai,Hyundai i20,2019,531000.0,Diesel,Manual,1396.0,3985.0,1505.0,2570.0,1140.0,Tubeless,22.54,88.76,219.66,5.0,15.697549201633866,Delhi
Hatchback,110000,3,Maruti,Maruti Wagon R,2009,150000.0,Petrol,Manual,1061.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,84.0,5.0,13.0,Delhi
SUV,15000,1,Mahindra,Mahindra Thar,2021,1625000.0,Diesel,Automatic,2184.0,3985.0,1844.0,2450.0,1755.0,TubelessRadial,18.9,130.0,300.0,4.0,18.0,Delhi
Hatchback,69821,1,Maruti,Maruti Wagon R,2019,503000.0,CNG,Manual,998.0,3655.0,1675.0,2435.0,805.0,Tubeless,33.54,67.04,90.0,5.0,15.697549201633866,Delhi
Hatchback,12754,1,Tata,Tata Altroz,2021,861999.9999999999,Petrol,Manual,1199.0,3990.0,1523.0,2501.0,1040.0,TubelessRadial,18.05,108.48,140.0,5.0,16.0,Delhi
