Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,63534,1,Maruti,Maruti Baleno,2019,678000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,920.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Hatchback,52000,1,Hyundai,Hyundai EON,2018,300000.0,Petrol,Manual,998.0,3515.0,1510.0,2380.0,880.0,Tubeless,20.3,68.05,94.14,5.0,15.697549201633866,Delhi
Hatchback,33695,1,Maruti,Maruti Alto 800,2022,496000.0,CNG,Manual,796.0,3445.0,1475.0,2360.0,850.0,Tubeless,31.59,40.36,60.0,4.0,15.697549201633866,Delhi
Hatchback,68744,1,Honda,Honda Jazz,2015,463000.0,Petrol,Automatic,1199.0,3955.0,1544.0,2530.0,1066.0,TubelessRadial,19.0,88.7,110.0,5.0,15.0,Delhi
Sedan,70000,1,Honda,Honda City,2013,455000.0,Petrol,Manual,1497.0,4440.0,1485.0,2550.0,1095.0,TubelessRadial,16.8,116.3,146.0,5.0,15.0,Delhi
Hatchback,9540,1,Tata,Tata Tiago,2020,751000.0,Petrol,Automatic,1199.0,3746.0,1535.0,2400.0,1012.0,Tubeless,23.84,83.83,114.0,5.0,14.0,Delhi
Sedan,45000,1,Maruti,Maruti Ciaz,2017,775000.0,Petrol,Automatic,1373.0,4490.0,1485.0,2650.0,1030.0,TubelessRadial,19.12,91.1,130.0,5.0,16.0,Delhi
Hatchback,36861,1,Maruti,Maruti Baleno,2019,678000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,68000,1,Ford,Ford Ecosport,2017,550000.0,Petrol,Manual,1496.0,3998.0,1647.0,2519.0,1212.0,TubelessRadial,15.9,120.69,149.0,5.0,15.697549201633866,Delhi
Sedan,68000,1,Maruti,Maruti Swift Dzire,2014,390000.0,Petrol,Manual,1197.0,3995.0,1555.0,2430.0,970.0,TubelessRadial,19.1,85.8,114.0,5.0,14.0,Delhi
Hatchback,38000,1,Maruti,Maruti Swift,2015,395000.0,Petrol,Manual,1197.0,3840.0,1530.0,2450.0,855885.0,Tubeless,21.21,81.8,113.0,5.0,15.697549201633866,Delhi
Hatchback,39000,1,Renault,Renault KWID,2017,295000.0,Petrol,Manual,999.0,3679.0,1478.0,2422.0,690.0,TubelessRadial,23.01,67.0,91.0,5.0,15.697549201633866,Delhi
Hatchback,40000,1,Volkswagen,Volkswagen Polo,2017,599000.0,Petrol,Manual,1199.0,3971.0,1469.0,2469.0,1044.0,TubelessRadial,16.2,74.0,110.0,5.0,15.0,Delhi
SUV,18000,1,MG,MG Hector Plus,2020,1748999.9999999998,Petrol,Automatic,1451.0,4720.0,1760.0,2750.0,1820.0,TubelessRadial,11.67,141.0,250.0,6.0,18.0,Delhi
Hatchback,60000,1,Maruti,Maruti Wagon R,2019,399000.0,Petrol,Automatic,998.0,3599.0,1700.0,2400.0,895.0,Tubeless,20.51,67.0,90.0,5.0,15.697549201633866,Delhi
Sedan,40000,1,Ford,Ford Aspire,2018,449000.0,Diesel,Manual,1498.0,3995.0,1525.0,2491.0,10231048.0,Tubeless,25.83,99.0,215.0,5.0,14.0,Delhi
Hatchback,68000,1,Maruti,Maruti Alto K10,2018,300000.0,Petrol,Manual,998.0,3545.0,1475.0,2360.0,779.0,TubelessRadial,23.95,67.05,90.0,5.0,15.697549201633866,Delhi
Hatchback,40000,2,Maruti,Maruti Ignis,2017,449000.0,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,840865.0,TubelessRadial,20.89,81.8,113.0,5.0,15.0,Delhi
Hatchback,37000,1,Maruti,Maruti Wagon R,2014,295000.0,Petrol,Manual,998.0,3655.0,1675.0,2435.0,805825.0,TubelessRadial,21.79,67.05,90.0,5.0,15.697549201633866,Delhi
Sedan,21912,1,Maruti,Maruti Swift Dzire,2018,649000.0,Petrol,Automatic,1197.0,3995.0,1515.0,2450.0,860895.0,TubelessRadial,21.21,81.8,113.0,5.0,15.697549201633866,Delhi
Hatchback,74564,1,Hyundai,Hyundai i10,2013,274000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Delhi
Hatchback,48000,1,Maruti,Maruti Alto 800,2019,375000.0,Petrol,Manual,796.0,3430.0,1475.0,2360.0,725.0,Tubeless,24.7,47.3,69.0,5.0,15.697549201633866,Delhi
Sedan,96758,1,Honda,Honda City,2017,801000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1085.0,TubelessRadial,18.0,117.3,145.0,5.0,15.0,Delhi
Sedan,60341,1,Honda,Honda Amaze,2018,591000.0,Diesel,Manual,1498.0,3990.0,1505.0,2405.0,1065.0,TubelessRadial,25.8,98.6,200.0,5.0,15.697549201633866,Delhi
Hatchback,36973,1,Maruti,Maruti Swift,2017,434000.0,Petrol,Manual,1197.0,3840.0,1530.0,2450.0,855.0,Tubeless,20.4,83.11,113.0,5.0,15.697549201633866,Delhi
Sedan,39000,1,Maruti,Maruti Ciaz,2017,699000.0,Diesel,Manual,1248.0,4490.0,1485.0,2650.0,1135.0,TubelessRadial,28.09,88.5,200.0,5.0,15.0,Delhi
Hatchback,52514,1,Maruti,Maruti Wagon R,2013,271000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Delhi
Hatchback,13001,1,Maruti,Maruti Wagon R,2022,555000.0,Petrol,Manual,1197.0,3655.0,1675.0,2435.0,830.0,Tubeless,21.5,81.8,113.0,5.0,15.697549201633866,Delhi
SUV,72000,1,Hyundai,Hyundai Creta,2018,825000.0,Diesel,Manual,1396.0,4270.0,1665.0,2590.0,1240.0,Tubeless,22.1,88.7,219.7,5.0,15.697549201633866,Delhi
SUV,62000,1,Ford,Ford Ecosport,2017,599000.0,Petrol,Manual,1496.0,3998.0,1647.0,2519.0,1246.0,TubelessRadial,15.9,120.69,149.0,5.0,16.0,Delhi
Sedan,34000,1,Toyota,Toyota Etios,2017,480999.99999999994,Petrol,Manual,1496.0,4369.0,1510.0,2550.0,945.0,Tubeless,16.78,88.73,132.0,5.0,15.697549201633866,Delhi
Sedan,67000,1,Honda,Honda Amaze,2015,385000.0,Petrol,Manual,1198.0,3990.0,1505.0,2405.0,950.0,TubelessRadial,18.0,86.7,109.0,5.0,15.697549201633866,Delhi
Hatchback,45000,1,Volkswagen,Volkswagen Polo,2019,699000.0,Petrol,Manual,999.0,3971.0,1469.0,2469.0,1044.0,TubelessRadial,18.78,75.0,95.0,5.0,15.0,Delhi
Sedan,64000,1,Maruti,Maruti Swift Dzire,2013,331000.0,Petrol,Manual,1197.0,3995.0,1555.0,2430.0,945.0,TubelessRadial,20.85,83.14,115.0,5.0,15.697549201633866,Delhi
Hatchback,58000,2,Chevrolet,Chevrolet Beat,2013,178000.0,Petrol,Manual,1199.0,3640.0,1520.0,2375.0,990.0,TubelessRadial,18.6,79.4,108.0,5.0,14.0,Delhi
SUV,48000,2,Hyundai,Hyundai Creta,2017,925000.0,Petrol,Automatic,1591.0,4270.0,1665.0,2590.0,1300.0,Tubeless,14.8,121.3,151.0,5.0,17.0,Delhi
Hatchback,70000,1,Maruti,Maruti Ritz,2013,290000.0,Petrol,Manual,1197.0,3775.0,1620.0,2360.0,1015.0,TubelessRadial,18.5,85.8,114.0,5.0,15.697549201633866,Delhi
Sedan,59863,2,Maruti,Maruti Ciaz,2017,570000.0,Petrol,Automatic,1373.0,4490.0,1485.0,2650.0,1030.0,TubelessRadial,19.12,91.1,130.0,5.0,16.0,Delhi
Hatchback,18468,1,Maruti,Maruti Alto 800,2022,492000.0,CNG,Manual,796.0,3445.0,1475.0,2360.0,850.0,Tubeless,31.59,40.36,60.0,4.0,15.697549201633866,Delhi
Hatchback,42173,2,Ford,Ford Freestyle,2018,530000.0,Petrol,Manual,1194.0,3954.0,1570.0,2490.0,1031.0,Tubeless,19.0,94.68,120.0,5.0,15.697549201633866,Delhi
SUV,68631,2,Ford,Ford Ecosport,2015,465000.00000000006,Petrol,Automatic,1496.0,3998.0,1647.0,2519.0,1281.0,TubelessRadial,14.7,120.69,149.0,5.0,16.0,Delhi
Hatchback,18833,1,Maruti,Maruti Alto 800,2021,351000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,755.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Delhi
Hatchback,55418,1,Maruti,Maruti Ignis,2021,515000.00000000006,Petrol,Manual,1197.0,3700.0,1595.0,2435.0,840865.0,TubelessRadial,20.89,81.8,113.0,5.0,15.697549201633866,Delhi
Hatchback,20000,1,Maruti,Maruti Wagon R,2013,225000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Delhi
MUV,53400,1,Renault,Renault Triber,2020,620000.0,Petrol,Manual,999.0,3991.0,1643.0,2520.0,947.0,TubelessRadial,20.0,71.01,96.0,7.0,15.697549201633866,Delhi
Hatchback,25000,1,Renault,Renault KWID,2018,349000.0,Petrol,Manual,999.0,3679.0,1478.0,2422.0,730.0,TubelessRadial,23.01,67.0,91.0,5.0,15.697549201633866,Delhi
SUV,87576,1,Jeep,Jeep Compass,2019,1385000.0,Petrol,Automatic,1368.0,4395.0,1640.0,2636.0,1562.0,TubelessRadial,14.1,160.77,250.0,5.0,18.0,Delhi
Hatchback,58000,1,Honda,Honda Brio,2014,290000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Delhi
MUV,75000,1,Datsun,Datsun GO Plus,2015,285000.0,Petrol,Manual,1198.0,3995.0,1490.0,2450.0,1070.0,Tubeless,19.44,67.0,104.0,7.0,15.697549201633866,Delhi
Sedan,69000,1,Volkswagen,Volkswagen Vento,2013,330000.0,Petrol,Automatic,1598.0,4384.0,1466.0,2520.0,1121.0,TubelessRadial,14.8,1055250.0,1533800.0,5.0,15.0,Delhi
SUV,20000,1,Mahindra,Mahindra Thar,2015,549000.0,Diesel,Manual,2498.0,3920.0,1930.0,2430.0,1715.0,Tubeless,16.55,105.0,247.0,6.0,15.697549201633866,Delhi
Hatchback,45000,1,Maruti,Maruti Alto 800,2020,365000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,755.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Delhi
Sedan,20000,1,Maruti,Maruti Swift Dzire Tour,2021,650000.0,CNG,Manual,1197.0,3995.0,1555.0,2430.0,1045.0,TubelessRadial,26.55,70.4,95.0,5.0,15.697549201633866,Delhi
SUV,70000,1,Maruti,Maruti SX4 S Cross,2015,449000.0,Diesel,Manual,1248.0,4300.0,1595.0,2600.0,1215.0,TubelessRadial,23.65,88.5,200.0,5.0,15.697549201633866,Delhi
Hatchback,72000,1,Honda,Honda Jazz,2017,599000.0,Petrol,Automatic,1199.0,3955.0,1544.0,2530.0,1066.0,TubelessRadial,19.0,88.7,110.0,5.0,15.0,Delhi
SUV,7800,0,MG,MG Gloster,2023,4645000.0,Diesel,Automatic,1996.0,4985.0,1867.0,2950.0,2600.0,TubelessRadial,12.04,212.55,478.5,6.0,19.0,Delhi
Hatchback,25000,1,Tata,Tata Tiago,2020,499000.0,Petrol,Manual,1199.0,3765.0,1535.0,2400.0,1100.0,TubelessRadial,20.09,84.82,113.0,5.0,15.697549201633866,Delhi
Sedan,11332,1,Skoda,Skoda Slavia,2022,1358000.0,Petrol,Automatic,999.0,4541.0,1507.0,2651.0,12101240.0,TubelessRadial,18.07,113.98,178.0,5.0,16.0,Delhi
Hatchback,25456,1,Maruti,Maruti Baleno,2016,560000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Hatchback,65000,2,Maruti,Maruti Wagon R,2013,275000.0,Petrol,Manual,998.0,3655.0,1675.0,2435.0,805825.0,TubelessRadial,21.79,67.05,90.0,5.0,15.697549201633866,Delhi
Hatchback,93616,1,Honda,Honda Jazz,2017,586000.0,Petrol,Automatic,1199.0,3955.0,1544.0,2530.0,1066.0,TubelessRadial,19.0,88.7,110.0,5.0,15.0,Delhi
Hatchback,74134,1,Maruti,Maruti Celerio,2017,463000.0,Petrol,Automatic,998.0,3695.0,1555.0,2435.0,820.0,TubelessRadial,26.0,65.71,89.0,5.0,15.697549201633866,Delhi
SUV,70000,1,Renault,Renault Duster,2018,699000.0,Petrol,Automatic,1498.0,4315.0,1695.0,2673.0,1235.0,Tubeless,14.99,104.5,142.0,5.0,15.697549201633866,Delhi
Hatchback,62411,2,Maruti,Maruti Baleno,2018,593000.0,Diesel,Manual,1248.0,3995.0,1510.0,2520.0,985.0,TubelessRadial,27.39,74.0,190.0,5.0,16.0,Delhi
Sedan,56000,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,1050000.0,Petrol,Automatic,1796.0,4868.0,1471.0,2874.0,1595.0,TubelessRadial,12.3,185.0,285.0,5.0,17.0,Delhi
SUV,63661,2,Mahindra,Mahindra KUV 100 NXT,2018,567000.0,Diesel,Manual,1198.0,3700.0,1655.0,2385.0,895.0,TubelessRadial,25.32,77.0,190.0,5.0,14.0,Delhi
SUV,24000,1,MG,MG Hector Plus,2021,1750000.0,Petrol,Automatic,1451.0,4720.0,1760.0,2750.0,1820.0,TubelessRadial,18.9,141.0,250.0,6.0,18.0,Delhi
SUV,14000,1,Volkswagen,Volkswagen Taigun,2022,1650000.0,Petrol,Manual,1498.0,4221.0,1612.0,2651.0,1312.0,TubelessRadial,17.88,147.51,250.0,5.0,17.0,Delhi
SUV,70000,1,Mahindra,Mahindra XUV500,2017,930000.0000000001,Diesel,Manual,1997.0,4585.0,1785.0,2700.0,2000.0,TubelessRadial,16.0,140.0,320.0,7.0,17.0,Delhi
SUV,50000,1,Honda,Honda WR-V,2018,749000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1103.0,TubelessRadial,17.5,88.7,110.0,5.0,16.0,Delhi
Sedan,74000,1,Volkswagen,Volkswagen Vento,2011,249000.00000000003,Petrol,Manual,1598.0,4384.0,1466.0,2552.0,1130.0,TubelessRadial,15.04,103.6,153.0,5.0,15.0,Delhi
SUV,70000,1,Tata,Tata Hexa,2018,899000.0,Diesel,Manual,2179.0,4788.0,1785.0,2850.0,1925.0,TubelessRadial,17.6,153.86,400.0,7.0,17.0,Delhi
Hatchback,65000,1,Hyundai,Hyundai i10,2013,225000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Delhi
Hatchback,40000,1,Maruti,Maruti Baleno,2015,399000.0,Diesel,Manual,1248.0,3995.0,1510.0,2520.0,970.0,TubelessRadial,27.39,74.0,190.0,5.0,15.697549201633866,Delhi
Hatchback,60000,3,Chevrolet,Chevrolet Spark,2010,80000.0,Petrol,Manual,995.0,3495.0,1518.0,2345.0,840.0,TubelessRadial,18.0,62.0,90.3,5.0,13.0,Delhi
Sedan,81000,3,Honda,Honda City,2010,225000.0,Petrol,Automatic,1497.0,4420.0,1480.0,2550.0,1155.0,TubelessRadial,16.8,1186600.0,1464800.0,5.0,15.0,Delhi
Hatchback,80000,1,Maruti,Maruti Alto,2012,137000.0,Petrol,Manual,796.0,3495.0,1460.0,2360.0,705.0,TubelessRadial,19.7,46.3,62.0,5.0,12.0,Delhi
Sedan,107539,1,Maruti,Maruti Swift Dzire,2014,389000.0,Diesel,Manual,1248.0,3995.0,1555.0,2430.0,1060.0,TubelessRadial,23.4,74.0,190.0,5.0,14.0,Delhi
Hatchback,52059,1,Maruti,Maruti Baleno,2016,548000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,70000,1,MG,MG Hector,2021,1695000.0,Petrol,Manual,1451.0,4655.0,1760.0,2750.0,1545.0,Radial,15.81,141.0,250.0,5.0,17.0,Delhi
Hatchback,5732,1,Hyundai,Hyundai i20,2021,874000.0,Petrol,Manual,1197.0,3995.0,1505.0,2580.0,1170.0,TubelessRadial,21.0,81.8,114.74,5.0,16.0,Delhi
Sedan,53034,1,Honda,Honda Amaze,2018,596000.0,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,917.0,TubelessRadial,19.5,88.76,110.0,5.0,15.697549201633866,Delhi
Sedan,80000,3,Honda,Honda City,2009,179000.0,Petrol,Manual,1497.0,4420.0,1480.0,2550.0,1100.0,TubelessRadial,17.0,1186600.0,1464800.0,5.0,15.0,Delhi
Hatchback,66462,2,Maruti,Maruti Baleno,2017,501000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
SUV,70000,1,Mahindra,Mahindra XUV500,2013,575000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1635.0,TubelessRadial,15.1,140.0,330.0,7.0,17.0,Delhi
Hatchback,52444,1,Maruti,Maruti Baleno,2017,495000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
SUV,60000,1,Tata,Tata Safari Storme,2014,500000.0,Diesel,Manual,2179.0,4655.0,1922.0,2650.0,2000.0,TubelessRadial,14.0,138.1,320.0,7.0,15.697549201633866,Delhi
SUV,40000,2,MG,MG Hector,2019,1500000.0,Petrol,Automatic,1451.0,4655.0,1760.0,2750.0,1820.0,Radial,13.96,141.0,250.0,5.0,17.0,Delhi
Hatchback,10000,1,Hyundai,Hyundai Grand i10 Nios,2022,725000.0,Petrol,Manual,1197.0,3805.0,1520.0,2450.0,1160.0,TubelessRadial,20.7,81.86,113.8,5.0,14.0,Delhi
SUV,10000,1,Toyota,Toyota Urban cruiser,2022,1030000.0000000001,Petrol,Manual,1462.0,3995.0,1640.0,2500.0,11151130.0,TubelessRadial,17.03,103.26,138.0,5.0,16.0,Delhi
Sedan,70000,1,Maruti,Maruti Ciaz,2017,650000.0,Diesel,Manual,1248.0,4490.0,1485.0,2650.0,1115.0,TubelessRadial,28.09,88.5,200.0,5.0,15.697549201633866,Delhi
Hatchback,14000,1,Hyundai,Hyundai Grand i10,2014,450000.0,Petrol,Automatic,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Delhi
SUV,39500,1,Ford,Ford Ecosport,2019,689000.0,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1302.0,TubelessRadial,21.7,98.96,215.0,5.0,16.0,Delhi
Sedan,64213,1,Skoda,Skoda Octavia,2018,1250000.0,Petrol,Manual,1395.0,4670.0,1476.0,2688.0,1260.0,TubelessRadial,16.7,148.0,250.0,5.0,16.0,Delhi
Hatchback,20000,2,Maruti,Maruti Alto 800,2021,310000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,755.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Delhi
SUV,60000,1,Kia,Kia Seltos,2019,1200000.0,Petrol,Manual,1353.0,4315.0,1645.0,2610.0,1515.0,TubelessRadial,16.5,138.08,242.0,5.0,17.0,Delhi
Pickup Trucks,120000,1,Isuzu,Isuzu D-Max,2018,1280000.0,Diesel,Manual,2499.0,5295.0,1840.0,3095.0,1905.0,TubelessRadial,12.4,134.0,320.0,5.0,16.0,Delhi
Hatchback,48768,2,Hyundai,Hyundai Grand i10,2017,451999.99999999994,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
Hatchback,91970,2,Maruti,Maruti Celerio,2020,404000.0,Petrol,Manual,998.0,3695.0,1555.0,2435.0,810.0,TubelessRadial,25.24,65.71,89.0,5.0,15.697549201633866,Delhi
SUV,7100,1,Kia,Kia Seltos,2023,2025000.0,Petrol,Automatic,1482.0,4365.0,1645.0,2610.0,1150.0,TubelessRadial,17.9,157.81,253.0,5.0,18.0,Delhi
Hatchback,34936,1,Maruti,Maruti Baleno,2016,473000.00000000006,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,870.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Delhi
Hatchback,64071,3,Honda,Honda Jazz,2011,252000.0,Petrol,Manual,1198.0,3900.0,1535.0,2500.0,1060.0,TubelessRadial,16.7,88.8,110.0,5.0,15.0,Delhi
SUV,10000,1,Honda,Honda WR-V,2022,950000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1106.0,TubelessRadial,16.5,88.5,110.0,5.0,16.0,Delhi
Hatchback,60443,1,Maruti,Maruti Baleno,2018,633000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Sedan,56000,1,Honda,Honda City,2017,875000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1085.0,TubelessRadial,18.0,117.3,145.0,5.0,15.0,Delhi
Hatchback,10056,2,Maruti,Maruti Swift,2015,413000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Delhi
Sedan,13000,1,Honda,Honda City,2020,1100000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1061.0,TubelessRadial,17.4,117.6,145.0,5.0,15.0,Delhi
SUV,80000,1,Hyundai,Hyundai Creta,2020,1250000.0,Diesel,Manual,1493.0,4300.0,1635.0,2610.0,1505.0,TubelessRadial,18.9,113.98,250.0,5.0,15.697549201633866,Delhi
SUV,53000,1,Land Rover,Land Rover Range Rover Evoque,2019,4150000.0,Diesel,Automatic,1999.0,4360.0,1635.0,2660.0,1810.0,TubelessRadial,15.68,177.0,430.0,5.0,17.0,Delhi
SUV,110000,2,Maruti,Maruti Grand Vitara,2012,650000.0,Petrol,Manual,2393.0,4500.0,1695.0,2640.0,1614.0,TubelessRadial,10.4,163.5,225.0,5.0,17.0,Delhi
Hatchback,60000,1,Maruti,Maruti Wagon R,2012,300000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Delhi
Sedan,22000,1,Mercedes-Benz,Mercedes-Benz C-Class,2022,5700000.0,Petrol,Automatic,1496.0,4751.0,1437.0,2865.0,1615.0,TubelessRadial,16.9,201.15,300.0,5.0,17.0,Delhi
Hatchback,30000,1,Maruti,Maruti Swift,2022,713000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Delhi
SUV,90000,2,Ford,Ford Ecosport,2015,515000.00000000006,Petrol,Automatic,1499.0,3999.0,1708.0,2520.0,1250.0,TubelessRadial,15.63,110.4,140.0,5.0,16.0,Delhi
Hatchback,50000,1,Maruti,Maruti Baleno,2020,600000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,16.0,Delhi
SUV,22000,1,Tata,Tata Harrier,2022,2089999.9999999998,Diesel,Automatic,1956.0,4598.0,1706.0,2741.0,1700.0,TubelessRadial,14.6,167.67,350.0,5.0,17.0,Delhi
Sedan,48000,1,Maruti,Maruti Ciaz,2016,690000.0,Petrol,Automatic,1373.0,4490.0,1485.0,2650.0,1010.0,TubelessRadial,19.12,91.1,130.0,5.0,15.0,Delhi
Hatchback,35467,1,Maruti,Maruti Baleno,2016,513000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Sedan,54481,1,Hyundai,Hyundai Verna,2017,850000.0,Petrol,Automatic,1591.0,4440.0,1475.0,2600.0,1238.0,Tubeless,17.0,121.3,151.0,5.0,16.0,Delhi
SUV,24000,1,Maruti,Maruti Brezza,2022,835000.0,Petrol,Manual,1462.0,3995.0,1685.0,2500.0,1110.0,TubelessRadial,20.15,101.65,136.8,5.0,15.697549201633866,Delhi
Hatchback,76181,1,Hyundai,Hyundai Grand i10,2017,438999.99999999994,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Delhi
Hatchback,23842,1,Maruti,Maruti Baleno,2020,720000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,16.0,Delhi
SUV,20000,2,Maruti,Maruti Vitara Brezza,2022,942000.0,Petrol,Manual,1462.0,3995.0,1640.0,2500.0,11101130.0,TubelessRadial,17.03,103.26,138.0,5.0,15.697549201633866,Delhi
Sedan,94407,1,Honda,Honda City,2014,538000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1085.0,TubelessRadial,18.0,117.3,145.0,5.0,15.0,Delhi
Sedan,80000,1,Hyundai,Hyundai Accent,2009,100000.0,Petrol,Manual,1495.0,4250.0,1370.0,2440.0,1039.0,TubelessRadial,16.36,93.7,124.6,5.0,13.0,Delhi
Hatchback,124245,1,Maruti,Maruti Baleno,2016,491000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Delhi
Sedan,5100,1,Honda,Honda Amaze,2022,925000.0,Petrol,Automatic,1199.0,3995.0,14981501.0,2470.0,945957.0,TubelessRadial,18.3,88.5,110.0,5.0,15.0,Delhi
SUV,30000,1,Toyota,Toyota Urban cruiser,2022,1060000.0,Petrol,Manual,1462.0,3995.0,1640.0,2500.0,11151130.0,TubelessRadial,17.03,103.26,138.0,5.0,16.0,Delhi
SUV,120000,2,Toyota,Toyota Fortuner,2012,900000.0,Diesel,Manual,2982.0,4705.0,1850.0,2750.0,1880.0,TubelessRadial,13.0,168.5,343.0,7.0,17.0,Delhi
SUV,50000,1,Maruti,Maruti Vitara Brezza,2018,670000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1185.0,TubelessRadial,24.3,88.5,200.0,5.0,15.697549201633866,Delhi
SUV,89698,1,Ford,Ford Ecosport,2017,500000.0,Petrol,Manual,999.0,3999.0,1708.0,2520.0,1290.0,TubelessRadial,18.88,123.37,170.0,5.0,16.0,Delhi
Sedan,18000,2,Audi,Audi A4,2014,1250000.0,Diesel,Automatic,1968.0,4701.0,1427.0,2808.0,1590.0,TubelessRadial,16.55,147.51,320.0,5.0,16.0,Delhi
Hatchback,100000,3,Maruti,Maruti Swift,2009,110000.00000000001,Petrol,Manual,1298.0,3760.0,1530.0,2390.0,890.0,TubelessRadial,16.1,88.2,11.5,5.0,14.0,Delhi
Hatchback,60000,2,Hyundai,Hyundai Santro Xing,2010,150000.0,Petrol,Manual,1086.0,3565.0,1590.0,2380.0,805.0,TubelessRadial,17.92,62.1,96.1,5.0,13.0,Delhi
SUV,30000,2,Ford,Ford Endeavour,2019,3200000.0,Diesel,Automatic,3198.0,4892.0,1837.0,2850.0,1879.0,TubelessRadial,10.91,197.0,470.0,7.0,18.0,Delhi
Hatchback,30000,1,Hyundai,Hyundai i10,2014,240000.0,LPG,Manual,1086.0,3585.0,1550.0,2380.0,1060.0,TubelessRadial,19.0,68.1,99.1,5.0,13.0,Delhi
Sedan,100000,3,Honda,Honda City,2014,459999.99999999994,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1049.0,TubelessRadial,17.4,117.3,145.0,5.0,15.0,Delhi
